vehicle reg no,trip id,route description,mapper,company,date mapped,start coordinate,end coordinate,distance,start time,travel time,revenue,on/off discrepancy,fares,number of stops,total passengers,gps loss (km),city,route_id,direction,origin,destination,interval,travel_time_min,speed,hour,peak period,number plate,vehicle type
RR198,30479778,MAS001_R_Maseru Town Center_Khubetsoana,Mafusi Sakoane,Maseru_Association_Test,12/9/2020,"27.507534, -29.293364","27.484715, -29.311560",4.31,7:26:35,0:14,40,-3,8,10,5,0,Maseru,MAS001,R,Maseru Town Center,Khubetsoana,7:30:00,14,18.47142857,7,peak,RR 198,4+1
A5647,30479803,MAS001_Route_Test,Mosoaboli Makhetha,Maseru_Association_Test,12/9/2020,"27.545837, -29.355230","27.545853, -29.355242",0,7:41:47,0:00,32,4,8,1,4,0,Maseru,MAS001,Route,Test,0,7:45:00,0,0,7,peak,A 5647,4+1
A5647,30480542,MAS007_R_Maseru Town Center_Pita,Tseliso Tjootji,Maseru_Association_Test,12/9/2020,"27.512901, -29.365322","27.485966, -29.315372",8.12,7:14:01,0:27,32,0,8,6,4,0,Maseru,MAS007,R,Maseru Town Center,Pita,7:15:00,27,18.04444444,7,peak,A 5647,4+1
RP216,30480991,MAS002_R_Maseru Town Center_Naleli,Nthabeleng  Fosa,Maseru_Association_Test,12/9/2020,"27.565851, -29.271711","27.496283, -29.315929",10.15,7:15:20,0:27,24,-1,8,5,3,0,Maseru,MAS002,R,Maseru Town Center,Naleli,7:15:00,27,22.55555556,7,peak,RP 216,4+1
A32BBC,30481472,MAS012_F_Maseru Town Center_Thetsane,Mathato Molise,Maseru_Association_Test,12/9/2020,"27.540138, -29.367540","27.507107, -29.321005",12.26,7:07:54,0:36,24,-2,8,7,3,0,Maseru,MAS012,F,Maseru Town Center,Thetsane,7:15:00,36,20.43333333,7,peak,A 32BBC,4+1
A5647,30481493,MAS001_Route_Test,Mosoaboli Makhetha,Maseru_Association_Test,12/9/2020,"27.545864, -29.355221","27.545795, -29.355139",0.03,7:42:39,0:01,32,0,8,5,4,0,Maseru,MAS001,Route,Test,0,7:45:00,1,1.8,7,peak,A 5647,4+1
RZ434,30481757,MAS009_R_Maseru Town Center_Thamae,Mamahlabe Tsehlo,Maseru_Association_Test,12/9/2020,"27.511961, -29.332335","27.476913, -29.298409",6.8,7:23:15,0:21,56,0,8,13,7,0,Maseru,MAS009,R,Maseru Town Center,Thamae,7:30:00,21,19.42857143,7,peak,RZ 434,4+1
A74BBC,30481878,MAS012_R_Maseru Town Center_Thetsane,Bokang Mokoena,Maseru_Association_Test,12/9/2020,"27.460758, -29.362082","27.457500, -29.344473",2.93,7:36:05,0:04,24,2,8,3,3,0,Maseru,MAS012,R,Maseru Town Center,Thetsane,7:30:00,4,43.95,7,peak,A74BBC,4+1
A74BBC,30481889,MAS012_R_Maseru Town Center_Thetsane,Bokang Mokoena,Maseru_Association_Test,12/9/2020,"27.467882, -29.339424","27.467890, -29.339422",0,7:45:45,0:00,0,0,0,1,0,0,Maseru,MAS012,R,Maseru Town Center,Thetsane,7:45:00,0,0,7,peak,A74BBC,4+1
RY137,30482892,MAS010_R_Maseru Town Center_Main North 1,Thato Sekeleme,Maseru_Association_Test,12/9/2020,"27.494184, -29.316893","27.547152, -29.364574",9.88,7:22:57,0:24,40,0,8,7,5,0,Maseru,MAS010,R,Maseru Town Center,Main North 1,7:30:00,24,24.7,7,peak,RY 137,4+1
A5647,30482915,MAS001_Route_Test,Mosoaboli Makhetha,Maseru_Association_Test,12/9/2020,"27.545860, -29.355091","27.545872, -29.355173",0.05,7:46:59,0:00,32,0,8,2,4,0,Maseru,MAS001,Route,Test,0,7:45:00,0,0,7,peak,A 5647,4+1
M6587,30483091,MAS008_F_Maseru Town Center_Leqele,Mojabeng Mabitle,Maseru_Association_Test,12/9/2020,"27.504536, -29.330288","27.520214, -29.346554",5.74,7:36:18,0:09,8,0,8,2,1,0,Maseru,MAS008,F,Maseru Town Center,Leqele,7:30:00,9,38.26666667,7,peak,M 6587,4+1
RZ434,30483129,MAS010_R_Maseru Town Center_Main North 1,Mamahlabe Tsehlo,Maseru_Association_Test,12/9/2020,"27.476681, -29.311222","27.486387, -29.316809",1.4,7:48:38,0:01,8,0,8,2,1,0,Maseru,MAS010,R,Maseru Town Center,Main North 1,7:45:00,1,84,7,peak,RZ 434,4+1
RP216,30483480,MAS001_Route_Test,Nthabeleng  Fosa,Maseru_Association_Test,12/9/2020,"27.485594, -29.314583","27.464893, -29.303114",3.59,7:47:53,0:05,24,0,8,3,3,0,Maseru,MAS001,Route,Test,0,7:45:00,5,43.08,7,peak,RP 216,4+1
A56BBC,30483786,MAS010_F_Maseru Town Center_Main North 1,Thato Molapo,Maseru_Association_Test,12/9/2020,"27.526482, -29.343527","27.488836, -29.374014",7.71,7:33:55,0:23,300,0,100,2,3,0,Maseru,MAS010,F,Maseru Town Center,Main North 1,7:30:00,23,20.11304348,7,peak,A 56BBC,4+1
EJ676,30483932,MAS010_F_Maseru Town Center_Main North 1,Nthabeleng  Makhetha,Maseru_Association_Test,12/9/2020,"27.486012, -29.315105","27.482649, -29.303476",3.25,7:47:17,0:10,16,-1,8,3,2,0,Maseru,MAS010,F,Maseru Town Center,Main North 1,7:45:00,10,19.5,7,peak,EJ 676,4+1
RP216,30484051,MAS001_Route_Test,Nthabeleng  Fosa,Maseru_Association_Test,12/9/2020,"27.468391, -29.301659","27.491209, -29.313057",3.31,7:56:02,0:05,24,0,8,3,3,0,Maseru,MAS001,Route,Test,0,8:00:00,5,39.72,7,peak,RP 216,4+1
RZ731,30484407,MAS001_F_Maseru Town Center_Khubetsoana,Mpho  Mokitimi,Maseru_Association_Test,12/9/2020,"27.511427, -29.287823","27.485622, -29.334558",9.76,7:38:59,0:16,40,0,8,6,5,0,Maseru,MAS001,F,Maseru Town Center,Khubetsoana,7:45:00,16,36.6,7,peak,RZ 731,4+1
RK684,30484720,MAS004_R_Maseru Town Center_Motimposo,Ntebeli  Maphalane,Maseru_Association_Test,12/9/2020,"27.486937, -29.314878","27.531584, -29.325577",6.59,7:34:30,0:28,8,0,8,2,1,0,Maseru,MAS004,R,Maseru Town Center,Motimposo,7:30:00,28,14.12142857,7,peak,RK 684,4+1
EJ676,30485119,MAS010_F_Maseru Town Center_Main North 1,Nthabeleng  Makhetha,Maseru_Association_Test,12/9/2020,"27.486622, -29.309254","27.492598, -29.313562",1.07,7:59:37,0:04,8,0,8,2,1,0,Maseru,MAS010,F,Maseru Town Center,Main North 1,8:00:00,4,16.05,7,peak,EJ 676,4+1
A74BBC,30485239,MAS012_R_Maseru Town Center_Thetsane,Bokang Mokoena,Maseru_Association_Test,12/9/2020,"27.475487, -29.334063","27.492617, -29.316702",4.16,7:53:19,0:02,40,3,8,5,5,0,Maseru,MAS012,R,Maseru Town Center,Thetsane,8:00:00,2,124.8,7,peak,A74BBC,4+1
RR198,30485580,MAS002_F_Maseru Town Center_Naleli,Mafusi Sakoane,Maseru_Association_Test,12/9/2020,"27.488588, -29.311430","27.537025, -29.296005",6.89,7:44:11,0:20,8,-1,8,3,1,0,Maseru,MAS002,F,Maseru Town Center,Naleli,7:45:00,20,20.67,7,peak,RR 198,4+1
A74BBC,30488028,MAS012_F_Maseru Town Center_Thetsane,Bokang Mokoena,Maseru_Association_Test,12/9/2020,"27.494066, -29.316467","27.492920, -29.316191",0.14,8:12:29,0:00,0,0,0,1,0,0,Maseru,MAS012,F,Maseru Town Center,Thetsane,8:15:00,0,0,8,peak,A74BBC,4+1
EJ676,30489358,MAS006_F_Maseru Town Center_Lithabaneng,Nthabeleng  Makhetha,Maseru_Association_Test,12/9/2020,"27.493866, -29.316147","27.504995, -29.320559",1.66,8:05:25,0:03,16,1,8,2,2,0,Maseru,MAS006,F,Maseru Town Center,Lithabaneng,8:00:00,3,33.2,8,peak,EJ 676,4+1
EJ676,30489498,MAS006_R_Maseru Town Center_Lithabaneng,Nthabeleng  Makhetha,Maseru_Association_Test,12/9/2020,"27.507586, -29.328197","27.514296, -29.341610",2.8,8:12:02,0:00,8,1,8,1,1,0,Maseru,MAS006,R,Maseru Town Center,Lithabaneng,8:15:00,0,0,8,peak,EJ 676,4+1
RZ731,30489734,MAS001_F_Maseru Town Center_Khubetsoana,Mpho  Mokitimi,Maseru_Association_Test,12/9/2020,"27.485262, -29.333546","27.495924, -29.313389",5.63,8:02:18,0:00,8,0,8,2,1,0,Maseru,MAS001,F,Maseru Town Center,Khubetsoana,8:00:00,0,0,8,peak,RZ 731,4+1
A74BBC,30490115,MAS012_F_Maseru Town Center_Thetsane,Bokang Mokoena,Maseru_Association_Test,12/9/2020,"27.492676, -29.316198","27.476692, -29.316746",1.92,8:13:17,0:07,32,2,8,5,4,0,Maseru,MAS012,F,Maseru Town Center,Thetsane,8:15:00,7,16.45714286,8,peak,A74BBC,4+1
RZ434,30490476,MAS008_F_Maseru Town Center_Leqele,Mamahlabe Tsehlo,Maseru_Association_Test,12/9/2020,"27.495060, -29.321730","27.490574, -29.316732",9.62,7:51:36,0:33,48,0,8,12,6,0,Maseru,MAS008,F,Maseru Town Center,Leqele,7:45:00,33,17.49090909,7,peak,RZ 434,4+1
RP216,30490705,MAS001_Route_Test,Nthabeleng  Fosa,Maseru_Association_Test,12/9/2020,"27.493891, -29.312445","27.524771, -29.288630",5.27,8:11:44,0:15,8,-1,8,3,1,0,Maseru,MAS001,Route,Test,0,8:15:00,15,21.08,8,peak,RP 216,4+1
RR198,30490965,MAS002_R_Maseru Town Center_Naleli,Mafusi Sakoane,Maseru_Association_Test,12/9/2020,"27.529116, -29.298532","27.495636, -29.313675",6.15,8:07:33,0:20,24,-1,8,6,3,0,Maseru,MAS002,R,Maseru Town Center,Naleli,8:15:00,20,18.45,8,peak,RR 198,4+1
RZ434,30491009,MAS009_R_Maseru Town Center_Thamae,Mamahlabe Tsehlo,Maseru_Association_Test,12/9/2020,"27.482088, -29.317648","27.479666, -29.315517",0.78,8:26:28,0:02,16,-6,8,5,2,0,Maseru,MAS009,R,Maseru Town Center,Thamae,8:30:00,2,23.4,8,peak,RZ 434,4+1
A32BBC,30491514,MAS008_F_Maseru Town Center_Leqele,Mathato Molise,Maseru_Association_Test,12/9/2020,"27.554359, -29.358662","27.485405, -29.307636",10.22,8:00:53,0:29,32,0,8,7,4,0.36,Maseru,MAS008,F,Maseru Town Center,Leqele,8:00:00,29,21.14482759,8,peak,A 32BBC,4+1
M6587,30491916,MAS008_R_Maseru Town Center_Leqele,Mojabeng Mabitle,Maseru_Association_Test,12/9/2020,"27.518406, -29.346605","27.479452, -29.314610",8.73,7:49:45,0:42,56,0,8,10,7,0,Maseru,MAS008,R,Maseru Town Center,Leqele,7:45:00,42,12.47142857,7,peak,M 6587,4+1
DK313,30491940,MAS001_Route_Test,Nthabeleng  Fosa,Maseru_Association_Test,12/8/2020,"27.540035, -29.296175","27.540035, -29.296175",0,12:41:08,0:00,32,0,8,2,4,0,Maseru,MAS001,Route,Test,0,12:45:00,0,0,12,off peak,DK 313,4+1
DK313,30491948,MAS001_Route_Test,Nthabeleng  Fosa,Maseru_Association_Test,12/8/2020,"27.540096, -29.296192","27.540096, -29.296192",0,12:44:25,0:01,40,0,8,7,5,0,Maseru,MAS001,Route,Test,0,12:45:00,1,0,12,off peak,DK 313,4+1
DK313,30491968,MAS001_Route_Test,Nthabeleng  Fosa,Maseru_Association_Test,12/8/2020,"27.540085, -29.296192","27.540085, -29.296192",0,13:12:56,0:06,56,-1,8,8,7,0,Maseru,MAS001,Route,Test,0,13:15:00,6,0,13,off peak,DK 313,4+1
DK313,30491987,MAS001_Route_Test,Nthabeleng  Fosa,Maseru_Association_Test,12/8/2020,"27.540079, -29.296190","27.540079, -29.296190",0,12:50:28,0:02,56,0,8,9,7,0,Maseru,MAS001,Route,Test,0,12:45:00,2,0,12,off peak,DK 313,4+1
RK684,30492510,MAS004_R_Maseru Town Center_Motimposo,Ntebeli  Maphalane,Maseru_Association_Test,12/9/2020,"27.531483, -29.325626","27.495815, -29.313173",7.14,8:05:00,0:29,24,0,8,4,3,0,Maseru,MAS004,R,Maseru Town Center,Motimposo,8:00:00,29,14.77241379,8,peak,RK 684,4+1
RZ434,30492626,MAS011_R_Maseru Town Center_Main South 1,Mamahlabe Tsehlo,Maseru_Association_Test,12/9/2020,"27.487373, -29.317020","27.508429, -29.333729",3.12,8:30:34,0:04,8,0,8,2,1,0,Maseru,MAS011,R,Maseru Town Center,Main South 1,8:30:00,4,46.8,8,peak,RZ 434,4+1
RP216,30493092,MAS002_F_Maseru Town Center_Naleli,Nthabeleng  Fosa,Maseru_Association_Test,12/9/2020,"27.527784, -29.291195","27.559982, -29.282946",4.37,8:28:32,0:07,8,0,8,2,1,0,Maseru,MAS002,F,Maseru Town Center,Naleli,8:30:00,7,37.45714286,8,peak,RP 216,4+1
RY137,30493827,MAS008_F_Maseru Town Center_Leqele,Thato Sekeleme,Maseru_Association_Test,12/9/2020,"27.547983, -29.364231","27.483000, -29.309828",14.99,7:48:53,0:48,48,-4,8,10,6,0,Maseru,MAS008,F,Maseru Town Center,Leqele,7:45:00,48,18.7375,7,peak,RY 137,4+1
RZ434,30494406,MAS009_F_Maseru Town Center_Thamae,Mamahlabe Tsehlo,Maseru_Association_Test,12/9/2020,"27.516966, -29.331760","27.517345, -29.331713",0.34,8:38:39,0:01,8,0,8,2,1,0,Maseru,MAS009,F,Maseru Town Center,Thamae,8:45:00,1,20.4,8,peak,RZ 434,4+1
DK313,30494950,MAS002_R_Maseru Town Center_Naleli,Sthembile Pinda,Maseru_Association_Test,12/9/2020,"27.561150, -29.264364","27.573158, -29.267338",1.28,8:42:28,0:01,24,2,8,3,3,0,Maseru,MAS002,R,Maseru Town Center,Naleli,8:45:00,1,76.8,8,peak,DK 313,4+1
EJ676,30495126,MAS006_R_Maseru Town Center_Lithabaneng,Nthabeleng  Makhetha,Maseru_Association_Test,12/9/2020,"27.562588, -29.358990","27.513817, -29.341019",5.52,8:32:38,0:04,40,4,8,5,5,0,Maseru,MAS006,R,Maseru Town Center,Lithabaneng,8:30:00,4,82.8,8,peak,EJ 676,4+1
EJ676,30495811,MAS008_R_Maseru Town Center_Leqele,Nthabeleng  Makhetha,Maseru_Association_Test,12/9/2020,"27.504093, -29.329197","27.498457, -29.322639",0.95,8:47:54,0:00,32,4,8,1,4,0,Maseru,MAS008,R,Maseru Town Center,Leqele,8:45:00,0,0,8,peak,EJ 676,4+1
DK313,30495821,MAS002_F_Maseru Town Center_Naleli,Sthembile Pinda,Maseru_Association_Test,12/9/2020,"27.561802, -29.278210","27.560995, -29.279329",0.15,8:49:16,0:00,16,2,8,1,2,0,Maseru,MAS002,F,Maseru Town Center,Naleli,8:45:00,0,0,8,peak,DK 313,4+1
EJ676,30495998,MAS010_F_Maseru Town Center_Main North 1,Nthabeleng  Makhetha,Maseru_Association_Test,12/9/2020,"27.495426, -29.318277","27.491379, -29.315687",0.51,8:50:50,0:00,24,3,8,1,3,0,Maseru,MAS010,F,Maseru Town Center,Main North 1,8:45:00,0,0,8,peak,EJ 676,4+1
RZ434,30496591,MAS009_R_Maseru Town Center_Thamae,Mamahlabe Tsehlo,Maseru_Association_Test,12/9/2020,"27.515398, -29.329220","27.494184, -29.316408",4.91,8:41:56,0:12,40,0,8,8,5,0,Maseru,MAS009,R,Maseru Town Center,Thamae,8:45:00,12,24.55,8,peak,RZ 434,4+1
DK313,30496617,MAS002_F_Maseru Town Center_Naleli,Sthembile Pinda,Maseru_Association_Test,12/9/2020,"27.548302, -29.284775","27.547054, -29.283661",0.18,8:54:20,0:00,16,2,8,1,2,0,Maseru,MAS002,F,Maseru Town Center,Naleli,9:00:00,0,0,8,peak,DK 313,4+1
A74BBC,30497440,MAS012_F_Maseru Town Center_Thetsane,Bokang Mokoena,Maseru_Association_Test,12/9/2020,"27.452934, -29.338516","27.441071, -29.343674",1.91,8:51:47,0:04,16,1,8,2,2,0,Maseru,MAS012,F,Maseru Town Center,Thetsane,8:45:00,4,28.65,8,peak,A74BBC,4+1
EJ676,30497544,MAS010_R_Maseru Town Center_Main North 1,Nthabeleng  Makhetha,Maseru_Association_Test,12/9/2020,"27.487793, -29.315201","27.485584, -29.308365",1.22,8:53:09,0:07,24,0,8,3,3,0,Maseru,MAS010,R,Maseru Town Center,Main North 1,9:00:00,7,10.45714286,8,peak,EJ 676,4+1
RP216,30497898,MAS003_R_Maseru Town Center_Tsosane,Nthabeleng  Fosa,Maseru_Association_Test,12/9/2020,"27.559706, -29.286766","27.497156, -29.315746",8.62,8:37:36,0:23,24,0,8,5,3,0,Maseru,MAS003,R,Maseru Town Center,Tsosane,8:45:00,23,22.48695652,8,peak,RP 216,4+1
RP216,30498256,MAS001_Route_Test,Nthabeleng  Fosa,Maseru_Association_Test,12/9/2020,"27.495132, -29.316177","27.488537, -29.316881",0.95,9:02:21,0:03,24,0,8,4,3,0,Maseru,MAS001,Route,Test,0,9:00:00,3,19,9,peak,RP 216,4+1
RZ434,30498834,MAS010_F_Maseru Town Center_Main North 1,Mamahlabe Tsehlo,Maseru_Association_Test,12/9/2020,"27.491819, -29.315722","27.457178, -29.299707",3.99,8:55:13,0:11,24,0,8,3,3,0,Maseru,MAS010,F,Maseru Town Center,Main North 1,9:00:00,11,21.76363636,8,peak,RZ 434,4+1
RR198,30499052,MAS012_F_Maseru Town Center_Thetsane,Mafusi Sakoane,Maseru_Association_Test,12/9/2020,"27.495646, -29.313705","27.484861, -29.334841",4.6,8:48:46,0:18,32,0,8,4,4,0,Maseru,MAS012,F,Maseru Town Center,Thetsane,8:45:00,18,15.33333333,8,peak,RR 198,4+1
RY137,30499936,MAS011_R_Maseru Town Center_Main South 1,Thato Sekeleme,Maseru_Association_Test,12/9/2020,"27.495989, -29.318819","27.494322, -29.370964",8.09,8:45:43,0:23,16,0,8,3,2,0,Maseru,MAS011,R,Maseru Town Center,Main South 1,8:45:00,23,21.10434783,8,peak,RY 137,4+1
EJ676,30500007,MAS006_F_Maseru Town Center_Lithabaneng,Nthabeleng  Makhetha,Maseru_Association_Test,12/9/2020,"27.495913, -29.318724","27.506830, -29.332460",1.92,9:05:47,0:00,8,1,8,1,1,0,Maseru,MAS006,F,Maseru Town Center,Lithabaneng,9:00:00,0,0,9,peak,EJ 676,4+1
A5647,30500433,MAS012_F_Maseru Town Center_Thetsane,Tseliso Tjootji,Maseru_Association_Test,12/9/2020,"27.482895, -29.317553","27.483253, -29.320642",2.09,9:08:28,0:04,16,0,8,3,2,0,Maseru,MAS012,F,Maseru Town Center,Thetsane,9:15:00,4,31.35,9,peak,A 5647,4+1
A74BBC,30501025,MAS011_R_Maseru Town Center_Main South 1,Bokang Mokoena,Maseru_Association_Test,12/9/2020,"27.443201, -29.339443","27.472618, -29.325058",5.82,9:04:28,0:08,32,2,8,5,4,0,Maseru,MAS011,R,Maseru Town Center,Main South 1,9:00:00,8,43.65,9,peak,A74BBC,4+1
A56BBC,30501105,MAS001_F_Maseru Town Center_Khubetsoana,Thato Molapo,Maseru_Association_Test,12/9/2020,"27.512676, -29.310036","27.529507, -29.289101",3.95,9:09:42,0:09,24,0,8,2,3,0,Maseru,MAS001,F,Maseru Town Center,Khubetsoana,9:15:00,9,26.33333333,9,peak,A 56BBC,4+1
RZ434,30501648,MAS011_R_Maseru Town Center_Main South 1,Mamahlabe Tsehlo,Maseru_Association_Test,12/9/2020,"27.465281, -29.303301","27.500523, -29.311823",5.32,9:09:07,0:11,16,0,8,3,2,0,Maseru,MAS011,R,Maseru Town Center,Main South 1,9:15:00,11,29.01818182,9,peak,RZ 434,4+1
EJ676,30501896,MAS006_F_Maseru Town Center_Lithabaneng,Nthabeleng  Makhetha,Maseru_Association_Test,12/9/2020,"27.526567, -29.344810","27.504183, -29.329445",3.45,9:17:01,0:07,32,3,8,3,4,0,Maseru,MAS006,F,Maseru Town Center,Lithabaneng,9:15:00,7,29.57142857,9,peak,EJ 676,4+1
RP216,30502250,MAS010_F_Maseru Town Center_Main North 1,Nthabeleng  Fosa,Maseru_Association_Test,12/9/2020,"27.495651, -29.315987","27.571859, -29.266930",10.77,9:08:03,0:19,16,0,8,4,2,0,Maseru,MAS010,F,Maseru Town Center,Main North 1,9:15:00,19,34.01052632,9,peak,RP 216,4+1
EJ676,30502310,MAS010_F_Maseru Town Center_Main North 1,Nthabeleng  Makhetha,Maseru_Association_Test,12/9/2020,"27.501150, -29.325333","27.494902, -29.317738",1.06,9:26:58,0:03,24,0,8,3,3,0,Maseru,MAS010,F,Maseru Town Center,Main North 1,9:30:00,3,21.2,9,peak,EJ 676,4+1
RZ434,30502645,MAS009_F_Maseru Town Center_Thamae,Mamahlabe Tsehlo,Maseru_Association_Test,12/9/2020,"27.501770, -29.314041","27.512499, -29.329735",3.27,9:22:10,0:08,8,0,8,3,1,0,Maseru,MAS009,F,Maseru Town Center,Thamae,9:15:00,8,24.525,9,peak,RZ 434,4+1
A74BBC,30503789,MAS001_Route_Test,Reanetse Malefane,Maseru_Association_Test,12/9/2020,"27.704721, -29.440289","27.694925, -29.437801",1.12,9:35:40,0:00,45,0,15,2,3,0,Maseru,MAS001,Route,Test,0,9:30:00,0,0,9,peak,A74BBC,4+1
RY137,30504981,MAS011_F_Maseru Town Center_Main South 1,Thato Sekeleme,Maseru_Association_Test,12/9/2020,"27.495855, -29.370434","27.488243, -29.315332",9.21,9:11:24,0:31,40,0,8,8,5,0,Maseru,MAS011,F,Maseru Town Center,Main South 1,9:15:00,31,17.82580645,9,peak,RY 137,4+1
RR198,30505106,MAS012_R_Maseru Town Center_Thetsane,Mafusi Sakoane,Maseru_Association_Test,12/9/2020,"27.485132, -29.332653","27.490637, -29.315376",2.91,9:39:23,0:08,16,-2,8,3,2,0,Maseru,MAS012,R,Maseru Town Center,Thetsane,9:45:00,8,21.825,9,peak,RR 198,4+1
RZ731,30506285,MAS002_F_Maseru Town Center_Naleli,Mpho  Mokitimi,Maseru_Association_Test,12/9/2020,"27.495827, -29.313412","27.556808, -29.281664",9.45,9:30:36,0:16,32,0,8,4,4,0,Maseru,MAS002,F,Maseru Town Center,Naleli,9:30:00,16,35.4375,9,peak,RZ 731,4+1
RZ434,30506877,MAS009_R_Maseru Town Center_Thamae,Mamahlabe Tsehlo,Maseru_Association_Test,12/9/2020,"27.513214, -29.332235","27.482582, -29.313795",6.16,9:31:55,0:19,32,0,8,6,4,0,Maseru,MAS009,R,Maseru Town Center,Thamae,9:30:00,19,19.45263158,9,peak,RZ 434,4+1
A32BBC,30507113,MAS011_F_Maseru Town Center_Main South 1,Mathato Molise,Maseru_Association_Test,12/9/2020,"27.555317, -29.356895","27.533352, -29.371004",3.31,9:42:39,0:08,16,0,8,4,2,0,Maseru,MAS011,F,Maseru Town Center,Main South 1,9:45:00,8,24.825,9,peak,A 32BBC,4+1
A32BBC,30507716,MAS011_F_Maseru Town Center_Main South 1,Mathato Molise,Maseru_Association_Test,12/9/2020,"27.496834, -29.320086","27.487165, -29.315166",16,8:42:24,0:36,24,0,8,6,3,0,Maseru,MAS011,F,Maseru Town Center,Main South 1,8:45:00,36,26.66666667,8,peak,A 32BBC,4+1
A74BBC,30507773,MAS012_F_Maseru Town Center_Thetsane,Bokang Mokoena,Maseru_Association_Test,12/9/2020,"27.491411, -29.315662","27.482994, -29.314211",0.88,9:49:39,0:00,24,3,8,1,3,0,Maseru,MAS012,F,Maseru Town Center,Thetsane,9:45:00,0,0,9,peak,A74BBC,4+1
RP216,30508891,MAS010_R_Maseru Town Center_Main North 1,Nthabeleng  Fosa,Maseru_Association_Test,12/9/2020,"27.567667, -29.270388","27.510748, -29.314775",8.71,9:38:49,0:19,16,-1,8,3,2,0,Maseru,MAS010,R,Maseru Town Center,Main North 1,9:45:00,19,27.50526316,9,peak,RP 216,4+1
RY137,30509520,MAS012_R_Maseru Town Center_Thetsane,Thato Sekeleme,Maseru_Association_Test,12/9/2020,"27.487101, -29.315178","27.495703, -29.318436",2.57,9:49:20,0:13,8,-1,8,3,1,0,Maseru,MAS012,R,Maseru Town Center,Thetsane,9:45:00,13,11.86153846,9,peak,RY 137,4+1
RP216,30509574,MAS006_F_Maseru Town Center_Lithabaneng,Nthabeleng  Fosa,Maseru_Association_Test,12/9/2020,"27.509794, -29.317318","27.508545, -29.324438",0.88,10:00:22,0:03,32,0,8,3,4,0,Maseru,MAS006,F,Maseru Town Center,Lithabaneng,10:00:00,3,17.6,10,peak,RP 216,4+1
A56BBC,30509769,MAS001_R_Maseru Town Center_Khubetsoana,Thato Molapo,Maseru_Association_Test,12/9/2020,"27.492401, -29.312515","27.467964, -29.301025",3.61,9:56:39,0:07,16,0,8,3,2,0,Maseru,MAS001,R,Maseru Town Center,Khubetsoana,10:00:00,7,30.94285714,9,peak,A 56BBC,4+1
A74BBC,30509827,MAS012_F_Maseru Town Center_Thetsane,Bokang Mokoena,Maseru_Association_Test,12/9/2020,"27.492735, -29.316189","27.484243, -29.314396",0.88,10:02:12,0:00,24,3,8,1,3,0,Maseru,MAS012,F,Maseru Town Center,Thetsane,10:00:00,0,0,10,peak,A74BBC,4+1
DK313,30509838,MAS001_F_Maseru Town Center_Khubetsoana,Sthembile Pinda,Maseru_Association_Test,12/9/2020,"27.508390, -29.313101","27.510227, -29.312450",0.19,10:08:04,0:00,16,2,8,1,2,0,Maseru,MAS001,F,Maseru Town Center,Khubetsoana,10:15:00,0,0,10,peak,DK 313,4+1
RP216,30509914,MAS009_F_Maseru Town Center_Thamae,Nthabeleng  Fosa,Maseru_Association_Test,12/9/2020,"27.509634, -29.326080","27.516949, -29.331795",1.45,10:05:25,0:03,8,-1,8,3,1,0,Maseru,MAS009,F,Maseru Town Center,Thamae,10:00:00,3,29,10,peak,RP 216,4+1
RZ434,30510067,MAS009_F_Maseru Town Center_Thamae,Mamahlabe Tsehlo,Maseru_Association_Test,12/9/2020,"27.493534, -29.316240","27.517303, -29.346029",4.14,10:02:10,0:07,8,0,8,2,1,0,Maseru,MAS009,F,Maseru Town Center,Thamae,10:00:00,7,35.48571429,10,peak,RZ 434,4+1
DK313,30510087,MAS001_F_Maseru Town Center_Khubetsoana,Sthembile Pinda,Maseru_Association_Test,12/9/2020,"27.513630, -29.308624","27.514610, -29.306843",0.22,10:10:09,0:00,16,2,8,1,2,0,Maseru,MAS001,F,Maseru Town Center,Khubetsoana,10:15:00,0,0,10,peak,DK 313,4+1
A56BBC,30510225,MAS002_F_Maseru Town Center_Naleli,Thato Molapo,Maseru_Association_Test,12/9/2020,"27.468922, -29.299549","27.492968, -29.311872",3.37,10:06:01,0:06,16,0,8,3,2,0,Maseru,MAS002,F,Maseru Town Center,Naleli,10:00:00,6,33.7,10,peak,A 56BBC,4+1
RR198,30510919,MAS001_F_Maseru Town Center_Khubetsoana,Mafusi Sakoane,Maseru_Association_Test,12/9/2020,"27.496643, -29.315756","27.549469, -29.285290",9.04,9:52:25,0:22,24,0,8,5,3,0,Maseru,MAS001,F,Maseru Town Center,Khubetsoana,9:45:00,22,24.65454545,9,peak,RR 198,4+1
RY137,30511077,MAS011_R_Maseru Town Center_Main South 1,Thato Sekeleme,Maseru_Association_Test,12/9/2020,"27.495943, -29.319605","27.517160, -29.345953",3.67,10:04:08,0:11,16,0,8,2,2,0,Maseru,MAS011,R,Maseru Town Center,Main South 1,10:00:00,11,20.01818182,10,peak,RY 137,4+1
A74BBC,30511178,MAS012_F_Maseru Town Center_Thetsane,Bokang Mokoena,Maseru_Association_Test,12/9/2020,"27.473387, -29.322508","27.457739, -29.344519",3.92,10:10:57,0:04,40,3,8,3,5,0,Maseru,MAS012,F,Maseru Town Center,Thetsane,10:15:00,4,58.8,10,peak,A74BBC,4+1
