vehicle reg no,trip id,route description,mapper,company,date mapped,start coordinate,end coordinate,distance,start time,travel time,revenue,on/off discrepancy,fares,number of stops,total passengers,gps loss (km),city,route_id,direction,origin,destination,interval,travel_time_min,speed,hour,peak period,number plate,vehicle type
A5647,30569053,MAS001_Route_Test,Mosoaboli Makhetha,Maseru_Association_Test,12/9/2020,"27.509453, -29.316637","27.500675, -29.314962",1.4,16:28:37,0:00,16,2,8,1,2,0,Maseru,MAS001,Route,Test,0,16:30:00,0,0,16,peak,A 5647,4+1
RY137,30569091,MAS001_Route_Test,Rethabili Letsatsi,Maseru_Association_Test,12/9/2020,"27.498667, -29.311958","27.494873, -29.311340",0.53,16:28:09,0:04,32,4,8,2,4,0,Maseru,MAS001,Route,Test,0,16:30:00,4,7.95,16,peak,RY 137,4+1
RR198,30569426,MAS010_R_Maseru Town Center_Main North 1,Mafusi Sakoane,Maseru_Association_Test,12/9/2020,"27.556469, -29.281961","27.493189, -29.313604",8.84,16:06:47,0:28,8,0,8,2,1,0,Maseru,MAS010,R,Maseru Town Center,Main North 1,16:00:00,28,18.94285714,16,peak,RR 198,4+1
A32BBC,30569818,MAS008_F_Maseru Town Center_Leqele,Nthabiseng Khama,Maseru_Association_Test,12/9/2020,"27.493914, -29.316265","27.550438, -29.367315",10.57,16:13:25,0:22,32,0,8,4,4,0,Maseru,MAS008,F,Maseru Town Center,Leqele,16:15:00,22,28.82727273,16,peak,A 32BBC,4+1
A5647,30569860,MAS001_Route_Test,Mosoaboli Makhetha,Maseru_Association_Test,12/9/2020,"27.498837, -29.311918","27.492867, -29.312153",0.78,16:33:09,0:00,16,2,8,1,2,0,Maseru,MAS001,Route,Test,0,16:30:00,0,0,16,peak,A 5647,4+1
A74BBC,30570158,MAS001_Route_Test,Reanetse Malefane,Maseru_Association_Test,12/9/2020,"27.450279, -29.341002","27.492922, -29.312496",8.09,16:18:50,0:17,40,0,8,6,5,0,Maseru,MAS001,Route,Test,0,16:15:00,17,28.55294118,16,peak,A74BBC,4+1
RY137,30570276,MAS001_Route_Test,Rethabili Letsatsi,Maseru_Association_Test,12/9/2020,"27.493446, -29.310225","27.481443, -29.307592",2.47,16:33:48,0:04,32,3,8,3,4,0,Maseru,MAS001,Route,Test,0,16:30:00,4,37.05,16,peak,RY 137,4+1
A5647,30570286,MAS001_Route_Test,Mosoaboli Makhetha,Maseru_Association_Test,12/9/2020,"27.493010, -29.312500","27.493010, -29.312500",0,16:37:37,0:02,16,0,8,2,2,0,Maseru,MAS001,Route,Test,0,16:45:00,2,0,16,peak,A 5647,4+1
M6587,30570622,MAS007_F_Maseru Town Center_Pita,Mastedy Letsie,Maseru_Association_Test,12/9/2020,"27.491465, -29.313087","27.506638, -29.360498",8.29,16:20:18,0:21,32,-4,8,5,4,0,Maseru,MAS007,F,Maseru Town Center,Pita,16:15:00,21,23.68571429,16,peak,M 6587,4+1
RK684,30570893,MAS009_F_Maseru Town Center_Thamae,Ntebeli  Maphalane,Maseru_Association_Test,12/9/2020,"27.495977, -29.313414","27.513903, -29.332321",5.15,16:23:57,0:20,32,0,8,4,4,0,Maseru,MAS009,F,Maseru Town Center,Thamae,16:30:00,20,15.45,16,peak,RK 684,4+1
RZ434,30571778,MAS010_F_Maseru Town Center_Main North 1,Lehlohonolo Tsuluba,Maseru_Association_Test,12/9/2020,"27.490152, -29.315409","27.508783, -29.310320",2.3,16:41:16,0:07,24,0,8,3,3,0,Maseru,MAS010,F,Maseru Town Center,Main North 1,16:45:00,7,19.71428571,16,peak,RZ 434,4+1
A32BBC,30571947,MAS008_R_Maseru Town Center_Leqele,Nthabiseng Khama,Maseru_Association_Test,12/9/2020,"27.540533, -29.366592","27.506535, -29.366014",4.05,16:38:54,0:11,16,0,8,3,2,0,Maseru,MAS008,R,Maseru Town Center,Leqele,16:45:00,11,22.09090909,16,peak,A 32BBC,4+1
A56BBC,30572128,MAS001_F_Maseru Town Center_Khubetsoana,Thato Molapo,Maseru_Association_Test,12/9/2020,"27.512947, -29.289579","27.569868, -29.266460",7.42,16:35:25,0:16,32,0,8,5,4,0,Maseru,MAS001,F,Maseru Town Center,Khubetsoana,16:30:00,16,27.825,16,peak,A 56BBC,4+1
RZ434,30572208,MAS010_R_Maseru Town Center_Main North 1,Lehlohonolo Tsuluba,Maseru_Association_Test,12/9/2020,"27.508516, -29.310871","27.494015, -29.316658",1.66,16:51:32,0:05,16,0,8,2,2,0,Maseru,MAS010,R,Maseru Town Center,Main North 1,16:45:00,5,19.92,16,peak,RZ 434,4+1
M6587,30572493,MAS007_R_Maseru Town Center_Pita,Mastedy Letsie,Maseru_Association_Test,12/9/2020,"27.503647, -29.355982","27.492781, -29.312328",6.43,16:43:06,0:14,8,0,8,2,1,0,Maseru,MAS007,R,Maseru Town Center,Pita,16:45:00,14,27.55714286,16,peak,M 6587,4+1
RY137,30572563,MAS001_Route_Test,Rethabili Letsatsi,Maseru_Association_Test,12/9/2020,"27.482758, -29.314060","27.492737, -29.313047",1.22,16:45:34,0:05,16,0,8,2,2,0,Maseru,MAS001,Route,Test,0,16:45:00,5,14.64,16,peak,RY 137,4+1
RY137,30572652,MAS008_F_Maseru Town Center_Leqele,Rethabili Letsatsi,Maseru_Association_Test,12/9/2020,"27.492687, -29.313801","27.506941, -29.320452",2.18,16:54:07,0:00,32,4,8,2,4,0,Maseru,MAS008,F,Maseru Town Center,Leqele,17:00:00,0,0,16,peak,RY 137,4+1
RP216,30572872,MAS001_F_Maseru Town Center_Khubetsoana,Nthabeleng  Fosa,Maseru_Association_Test,12/9/2020,"27.493422, -29.311790","27.528465, -29.298998",5.87,16:46:58,0:13,32,0,8,3,4,0,Maseru,MAS001,F,Maseru Town Center,Khubetsoana,16:45:00,13,27.09230769,16,peak,RP 216,4+1
A32BBC,30572983,MAS007_R_Maseru Town Center_Pita,Nthabiseng Khama,Maseru_Association_Test,12/9/2020,"27.504002, -29.366348","27.485867, -29.380011",2.62,16:52:22,0:09,8,0,8,2,1,0,Maseru,MAS007,R,Maseru Town Center,Pita,16:45:00,9,17.46666667,16,peak,A 32BBC,4+1
RK684,30573798,MAS009_R_Maseru Town Center_Thamae,Ntebeli  Maphalane,Maseru_Association_Test,12/9/2020,"27.510967, -29.332743","27.495703, -29.313658",4.4,16:46:08,0:17,24,0,8,5,3,0,Maseru,MAS009,R,Maseru Town Center,Thamae,16:45:00,17,15.52941176,16,peak,RK 684,4+1
RY137,30573836,MAS008_F_Maseru Town Center_Leqele,Rethabili Letsatsi,Maseru_Association_Test,12/9/2020,"27.511686, -29.325386","27.515421, -29.329235",0.57,17:03:23,0:01,32,2,8,4,4,0,Maseru,MAS008,F,Maseru Town Center,Leqele,17:00:00,1,34.2,17,peak,RY 137,4+1
A74BBC,30574888,MAS001_Route_Test,Reanetse Malefane,Maseru_Association_Test,12/9/2020,"27.492739, -29.316202","27.486185, -29.376598",12.64,16:41:18,0:25,32,0,8,4,4,0,Maseru,MAS001,Route,Test,0,16:45:00,25,30.336,16,peak,A74BBC,4+1
RZ434,30575667,MAS008_F_Maseru Town Center_Leqele,Lehlohonolo Tsuluba,Maseru_Association_Test,12/9/2020,"27.494823, -29.317522","27.520990, -29.346729",5.75,16:57:20,0:12,32,3,8,3,4,0,Maseru,MAS008,F,Maseru Town Center,Leqele,17:00:00,12,28.75,16,peak,RZ 434,4+1
A74BBC,30575716,MAS001_Route_Test,Reanetse Malefane,Maseru_Association_Test,12/9/2020,"27.475248, -29.373085","27.466995, -29.363111",1.44,17:09:10,0:01,32,0,8,2,4,0,Maseru,MAS001,Route,Test,0,17:15:00,1,86.4,17,peak,A74BBC,4+1
RH955,30576033,MAS008_R_Maseru Town Center_Leqele,Thato,Maseru_Association_Test,12/9/2020,"27.493706, -29.312593","27.554178, -29.358629",10.76,16:41:48,0:30,48,0,8,6,6,0,Maseru,MAS008,R,Maseru Town Center,Leqele,16:45:00,30,21.52,16,peak,RH 955,4+1
RY137,30576148,MAS001_Route_Test,Rethabili Letsatsi,Maseru_Association_Test,12/9/2020,"27.516470, -29.339025","27.535273, -29.349609",3.1,17:07:32,0:04,32,4,8,2,4,0,Maseru,MAS001,Route,Test,0,17:15:00,4,46.5,17,peak,RY 137,4+1
RZ434,30576806,MAS008_F_Maseru Town Center_Leqele,Lehlohonolo Tsuluba,Maseru_Association_Test,12/9/2020,"27.523117, -29.347290","27.554470, -29.358759",3.74,17:10:50,0:08,32,0,8,4,4,0,Maseru,MAS008,F,Maseru Town Center,Leqele,17:15:00,8,28.05,17,peak,RZ 434,4+1
RP216,30577245,MAS001_R_Maseru Town Center_Khubetsoana,Nthabeleng  Fosa,Maseru_Association_Test,12/9/2020,"27.531679, -29.293787","27.494249, -29.312431",6.95,17:03:04,0:18,8,0,8,2,1,0,Maseru,MAS001,R,Maseru Town Center,Khubetsoana,17:00:00,18,23.16666667,17,peak,RP 216,4+1
A56BBC,30577952,MAS001_R_Maseru Town Center_Khubetsoana,Thato Molapo,Maseru_Association_Test,12/9/2020,"27.535618, -29.270300","27.495895, -29.310711",7.19,16:57:08,0:18,8,0,8,2,1,0,Maseru,MAS001,R,Maseru Town Center,Khubetsoana,17:00:00,18,23.96666667,16,peak,A 56BBC,4+1
A32BBC,30578771,MAS012_F_Maseru Town Center_Thetsane,Nthabiseng Khama,Maseru_Association_Test,12/9/2020,"27.489836, -29.375772","27.492123, -29.313389",9.63,17:09:00,0:24,40,0,8,6,5,0,Maseru,MAS012,F,Maseru Town Center,Thetsane,17:15:00,24,24.075,17,peak,A 32BBC,4+1
RZ434,30578900,MAS008_R_Maseru Town Center_Leqele,Lehlohonolo Tsuluba,Maseru_Association_Test,12/9/2020,"27.548286, -29.353380","27.509630, -29.335344",4.63,17:23:50,0:09,24,3,8,3,3,0,Maseru,MAS008,R,Maseru Town Center,Leqele,17:30:00,9,30.86666667,17,peak,RZ 434,4+1
RZ434,30579077,MAS008_R_Maseru Town Center_Leqele,Lehlohonolo Tsuluba,Maseru_Association_Test,12/9/2020,"27.509626, -29.335342","27.510427, -29.319916",2.05,17:34:06,0:03,24,2,8,2,3,0,Maseru,MAS008,R,Maseru Town Center,Leqele,17:30:00,3,41,17,peak,RZ 434,4+1
RY137,30579176,MAS008_R_Maseru Town Center_Leqele,Rethabili Letsatsi,Maseru_Association_Test,12/9/2020,"27.517172, -29.346027","27.502094, -29.325836",2.73,17:32:00,0:00,8,1,8,1,1,0,Maseru,MAS008,R,Maseru Town Center,Leqele,17:30:00,0,0,17,peak,RY 137,4+1
A5647,30579197,MAS001_Route_Test,Mosoaboli Makhetha,Maseru_Association_Test,12/9/2020,"27.493742, -29.312387","27.491442, -29.313042",0.3,17:38:59,0:00,32,4,8,1,4,0,Maseru,MAS001,Route,Test,0,17:45:00,0,0,17,peak,A 5647,4+1
A74BBC,30579627,MAS001_Route_Test,Reanetse Malefane,Maseru_Association_Test,12/9/2020,"27.460472, -29.341249","27.492764, -29.313147",7.27,17:18:54,0:22,32,0,8,4,4,0,Maseru,MAS001,Route,Test,0,17:15:00,22,19.82727273,17,peak,A74BBC,4+1
RK684,30579860,MAS009_F_Maseru Town Center_Thamae,Ntebeli  Maphalane,Maseru_Association_Test,12/9/2020,"27.495817, -29.313400","27.516352, -29.331884",4.86,17:18:09,0:23,32,0,8,3,4,0,Maseru,MAS009,F,Maseru Town Center,Thamae,17:15:00,23,12.67826087,17,peak,RK 684,4+1
RH955,30580114,MAS008_F_Maseru Town Center_Leqele,Thato,Maseru_Association_Test,12/9/2020,"27.555807, -29.356371","27.493505, -29.312780",10.93,17:13:58,0:27,32,0,8,6,4,0,Maseru,MAS008,F,Maseru Town Center,Leqele,17:15:00,27,24.28888889,17,peak,RH 955,4+1
RZ434,30581959,MAS008_R_Maseru Town Center_Leqele,Lehlohonolo Tsuluba,Maseru_Association_Test,12/9/2020,"27.510609, -29.319019","27.490009, -29.315500",2.8,17:39:51,0:04,24,0,8,3,3,0,Maseru,MAS008,R,Maseru Town Center,Leqele,17:45:00,4,42,17,peak,RZ 434,4+1
RY137,30583580,MAS001_Route_Test,Rethabili Letsatsi,Maseru_Association_Test,12/9/2020,"27.495584, -29.318401","27.493914, -29.312645",1.08,17:43:20,0:03,8,0,8,2,1,0,Maseru,MAS001,Route,Test,0,17:45:00,3,21.6,17,peak,RY 137,4+1
A5647,30583686,MAS001_Route_Test,Mosoaboli Makhetha,Maseru_Association_Test,12/9/2020,"27.488121, -29.314232","27.487200, -29.313879",0.17,17:42:03,0:00,32,4,8,1,4,0,Maseru,MAS001,Route,Test,0,17:45:00,0,0,17,peak,A 5647,4+1
A5647,30583755,MAS001_Route_Test,Mosoaboli Makhetha,Maseru_Association_Test,12/9/2020,"27.480095, -29.314362","27.477421, -29.329540",2.68,17:44:27,0:00,32,4,8,1,4,0,Maseru,MAS001,Route,Test,0,17:45:00,0,0,17,peak,A 5647,4+1
EJ676,30584696,MAS008_F_Maseru Town Center_Leqele,Matseliso Mosotho,Maseru_Association_Test,12/9/2020,"27.493622, -29.312246","27.539726, -29.369528",12.81,17:13:18,0:38,40,0,8,6,5,0,Maseru,MAS008,F,Maseru Town Center,Leqele,17:15:00,38,20.22631579,17,peak,EJ 676,4+1
A5647,30584723,MAS001_Route_Test,Mosoaboli Makhetha,Maseru_Association_Test,12/9/2020,"27.476135, -29.333403","27.472216, -29.337627",0.6,17:52:17,0:00,32,4,8,1,4,0,Maseru,MAS001,Route,Test,0,17:45:00,0,0,17,peak,A 5647,4+1
A5647,30584946,MAS001_Route_Test,Mosoaboli Makhetha,Maseru_Association_Test,12/9/2020,"27.470503, -29.338882","27.462780, -29.340057",0.84,17:53:53,0:00,32,4,8,1,4,0,Maseru,MAS001,Route,Test,0,18:00:00,0,0,17,peak,A 5647,4+1
RK684,30585124,MAS009_R_Maseru Town Center_Thamae,Ntebeli  Maphalane,Maseru_Association_Test,12/9/2020,"27.513670, -29.329933","27.496019, -29.313015",4.09,17:43:48,0:14,8,0,8,2,1,0,Maseru,MAS009,R,Maseru Town Center,Thamae,17:45:00,14,17.52857143,17,peak,RK 684,4+1
A5647,30585874,MAS001_Route_Test,Mosoaboli Makhetha,Maseru_Association_Test,12/9/2020,"27.459764, -29.342127","27.458017, -29.343924",0.26,17:57:49,0:00,32,4,8,1,4,0,Maseru,MAS001,Route,Test,0,18:00:00,0,0,17,peak,A 5647,4+1
RZ731,30586209,MAS002_F_Maseru Town Center_Naleli,Mpho  Mokitimi,Maseru_Association_Test,12/9/2020,"27.495735, -29.313311","27.546207, -29.283115",8.55,17:40:01,0:18,40,0,8,6,5,0,Maseru,MAS002,F,Maseru Town Center,Naleli,17:45:00,18,28.5,17,peak,RZ 731,4+1
M6587,30587897,MAS001_Route_Test,Mastedy Letsie,Maseru_Association_Test,12/9/2020,"27.493134, -29.312071","27.481722, -29.365257",9.62,17:35:28,0:30,32,0,8,4,4,0,Maseru,MAS001,Route,Test,0,17:30:00,30,19.24,17,peak,M 6587,4+1
A32BBC,30589520,MAS008_F_Maseru Town Center_Leqele,Nthabiseng Khama,Maseru_Association_Test,12/9/2020,"27.492855, -29.313852","27.551704, -29.368315",12.38,17:36:18,0:32,48,0,8,6,6,0,Maseru,MAS008,F,Maseru Town Center,Leqele,17:30:00,32,23.2125,17,peak,A 32BBC,4+1
RP216,30589912,MAS002_F_Maseru Town Center_Naleli,Nthabeleng  Fosa,Maseru_Association_Test,12/9/2020,"27.493629, -29.312166","27.562506, -29.276423",10.27,17:45:05,0:25,32,0,8,4,4,0,Maseru,MAS002,F,Maseru Town Center,Naleli,17:45:00,25,24.648,17,peak,RP 216,4+1
RZ434,30590514,MAS008_F_Maseru Town Center_Leqele,Lehlohonolo Tsuluba,Maseru_Association_Test,12/9/2020,"27.490669, -29.315332","27.555391, -29.355965",9.79,17:50:15,0:19,32,0,8,5,4,0,Maseru,MAS008,F,Maseru Town Center,Leqele,17:45:00,19,30.91578947,17,peak,RZ 434,4+1
A56BBC,30590859,MAS001_F_Maseru Town Center_Khubetsoana,Thato Molapo,Maseru_Association_Test,12/9/2020,"27.495918, -29.313438","27.546267, -29.283131",8.85,17:43:01,0:31,32,0,8,7,4,0,Maseru,MAS001,F,Maseru Town Center,Khubetsoana,17:45:00,31,17.12903226,17,peak,A 56BBC,4+1
RK684,30591632,MAS009_F_Maseru Town Center_Thamae,Ntebeli  Maphalane,Maseru_Association_Test,12/9/2020,"27.495844, -29.313345","27.518246, -29.330658",4.78,18:05:21,0:14,32,0,8,3,4,0,Maseru,MAS009,F,Maseru Town Center,Thamae,18:00:00,14,20.48571429,18,peak,RK 684,4+1
A74BBC,30592100,MAS001_Route_Test,Reanetse Malefane,Maseru_Association_Test,12/9/2020,"27.492662, -29.316120","27.443460, -29.339235",13.42,17:45:19,0:34,32,0,8,6,4,0,Maseru,MAS001,Route,Test,0,17:45:00,34,23.68235294,17,peak,A74BBC,4+1
RZ731,30592517,MAS002_R_Maseru Town Center_Naleli,Mpho  Mokitimi,Maseru_Association_Test,12/9/2020,"27.542547, -29.283194","27.496122, -29.313408",7.68,18:03:35,0:00,8,0,8,2,1,0,Maseru,MAS002,R,Maseru Town Center,Naleli,18:00:00,0,0,18,peak,RZ 731,4+1
A5647,30592563,MAS001_Route_Test,Mosoaboli Makhetha,Maseru_Association_Test,12/9/2020,"27.469606, -29.364660","27.486841, -29.376549",2.39,18:20:20,0:02,16,0,8,3,2,0,Maseru,MAS001,Route,Test,0,18:15:00,2,71.7,18,peak,A 5647,4+1
RZ434,30592776,MAS008_R_Maseru Town Center_Leqele,Lehlohonolo Tsuluba,Maseru_Association_Test,12/9/2020,"27.549341, -29.353615","27.493916, -29.316805",7.37,18:18:12,0:10,16,0,8,3,2,0,Maseru,MAS008,R,Maseru Town Center,Leqele,18:15:00,10,44.22,18,peak,RZ 434,4+1
A5647,30593269,MAS001_Route_Test,Mosoaboli Makhetha,Maseru_Association_Test,12/9/2020,"27.494543, -29.370930","27.503765, -29.366501",1.04,18:26:17,0:01,16,2,8,2,2,0,Maseru,MAS001,Route,Test,0,18:30:00,1,62.4,18,peak,A 5647,4+1
A32BBC,30593979,MAS008_R_Maseru Town Center_Leqele,Nthabiseng Khama,Maseru_Association_Test,12/9/2020,"27.545050, -29.365795","27.493013, -29.313673",9.01,18:11:43,0:17,8,0,8,2,1,0,Maseru,MAS008,R,Maseru Town Center,Leqele,18:15:00,17,31.8,18,peak,A 32BBC,4+1
A5647,30594048,MAS001_Route_Test,Mosoaboli Makhetha,Maseru_Association_Test,12/9/2020,"27.504194, -29.366035","27.506432, -29.365908",0.32,18:30:29,0:00,16,2,8,1,2,0,Maseru,MAS001,Route,Test,0,18:30:00,0,0,18,peak,A 5647,4+1
RH955,30594437,MAS008_R_Maseru Town Center_Leqele,Thato,Maseru_Association_Test,12/9/2020,"27.493639, -29.312788","27.552092, -29.362480",10.02,18:06:37,0:25,32,0,8,5,4,0,Maseru,MAS008,R,Maseru Town Center,Leqele,18:00:00,25,24.048,18,peak,RH 955,4+1
RP216,30595006,MAS001_Route_Test,Nthabeleng  Fosa,Maseru_Association_Test,12/9/2020,"27.570677, -29.266815","27.494318, -29.312368",11.2,18:13:16,0:20,8,0,8,2,1,0,Maseru,MAS001,Route,Test,0,18:15:00,20,33.6,18,peak,RP 216,4+1
RK684,30595182,MAS009_R_Maseru Town Center_Thamae,Ntebeli  Maphalane,Maseru_Association_Test,12/9/2020,"27.515076, -29.328724","27.496050, -29.313013",4.23,18:21:20,0:11,8,0,8,2,1,0,Maseru,MAS009,R,Maseru Town Center,Thamae,18:15:00,11,23.07272727,18,peak,RK 684,4+1
A5647,30595211,MAS001_Route_Test,Mosoaboli Makhetha,Maseru_Association_Test,12/9/2020,"27.509418, -29.367113","27.513458, -29.366253",0.43,18:32:59,0:00,24,3,8,1,3,0,Maseru,MAS001,Route,Test,0,18:30:00,0,0,18,peak,A 5647,4+1
A56BBC,30595432,MAS001_R_Maseru Town Center_Khubetsoana,Thato Molapo,Maseru_Association_Test,12/9/2020,"27.546259, -29.283134","27.495710, -29.313046",8.02,18:15:24,0:23,8,0,8,2,1,0,Maseru,MAS001,R,Maseru Town Center,Khubetsoana,18:15:00,23,20.92173913,18,peak,A 56BBC,4+1
A5647,30595465,MAS001_Route_Test,Sellaone  Lechaka,Maseru_Association_Test,12/9/2020,"27.507469, -29.361145","27.503223, -29.355938",0.74,18:36:55,0:00,24,3,8,1,3,0,Maseru,MAS001,Route,Test,0,18:30:00,0,0,18,peak,A 5647,4+1
RY137,30595911,MAS001_Route_Test,Rethabili Letsatsi,Maseru_Association_Test,12/9/2020,"27.493984, -29.316561","27.488411, -29.360336",8.26,18:14:38,0:27,40,0,8,5,5,0,Maseru,MAS001,Route,Test,0,18:15:00,27,18.35555556,18,peak,RY 137,4+1
A5647,30595947,MAS001_Route_Test,Sellaone  Lechaka,Maseru_Association_Test,12/9/2020,"27.494642, -29.349548","27.495354, -29.344448",0.63,18:41:23,0:00,32,4,8,1,4,0,Maseru,MAS001,Route,Test,0,18:45:00,0,0,18,peak,A 5647,4+1
M6587,30599944,MAS001_Route_Test,Mastedy Letsie,Maseru_Association_Test,12/9/2020,"27.479704, -29.367388","27.492945, -29.312485",11.74,18:07:55,0:37,48,0,8,8,6,0,Maseru,MAS001,Route,Test,0,18:15:00,37,19.03783784,18,peak,M 6587,4+1
A5647,30599998,MAS001_Route_Test,Sellaone  Lechaka,Maseru_Association_Test,12/9/2020,"27.496080, -29.343325","27.503613, -29.337599",1.03,18:43:27,0:01,32,3,8,2,4,0,Maseru,MAS001,Route,Test,0,18:45:00,1,61.8,18,peak,A 5647,4+1
A5647,30600074,MAS001_Route_Test,Sellaone  Lechaka,Maseru_Association_Test,12/9/2020,"27.508327, -29.334892","27.491312, -29.313068",3.13,18:47:03,0:04,24,0,8,2,3,0,Maseru,MAS001,Route,Test,0,18:45:00,4,46.95,18,peak,A 5647,4+1
RY137,30600244,MAS001_Route_Test,Rethabili Letsatsi,Maseru_Association_Test,12/9/2020,"27.491926, -29.360567","27.504894, -29.337257",4.4,18:43:19,0:00,8,1,8,1,1,0,Maseru,MAS001,Route,Test,0,18:45:00,0,0,18,peak,RY 137,4+1
RY137,30600837,MAS001_Route_Test,Rethabili Letsatsi,Maseru_Association_Test,12/9/2020,"27.508539, -29.333984","27.491791, -29.312561",3.07,18:54:11,0:00,8,1,8,1,1,0,Maseru,MAS001,Route,Test,0,19:00:00,0,0,18,peak,RY 137,4+1
RH955,30601750,MAS008_R_Maseru Town Center_Leqele,Thato,Maseru_Association_Test,12/9/2020,"27.547220, -29.364695","27.493536, -29.313000",11.16,18:34:46,0:29,40,0,8,7,5,0,Maseru,MAS008,R,Maseru Town Center,Leqele,18:30:00,29,23.08965517,18,peak,RH 955,4+1
RZ731,30606022,MAS001_Route_Test,Mpho  Mokitimi,Maseru_Association_Test,12/10/2020,"27.508631, -29.543852","27.508631, -29.543852",0,11:51:48,0:01,300,0,20,3,15,0,Maseru,MAS001,Route,Test,0,11:45:00,1,0,11,off peak,RZ 731,4+1
